timestamp,robot_id,robot_type,zone,task_type,mission_duration_s,downtime_s,battery_pct,speed_mps,temperature_c,error_code,mission_status,incident_label
2026-02-02 08:50:00,R08,forklift,B2,pick,165,40,75.24,0.895,23.32,,completed,0
2026-02-02 09:00:00,R03,picker,C3,charge_transfer,342,188,66.86,1.292,20.63,E_LIDAR_LOST,failed,0
2026-02-02 09:00:00,R08,forklift,C1,charge_transfer,255,25,82.4,1.005,19.79,,completed,0
2026-02-02 09:00:00,R12,forklift,A1,transport,151,21,93.06,1.034,25.06,,completed,0
2026-02-02 09:10:00,R03,picker,A2,inventory_scan,270,18,100,0.897,24.27,,completed,0
2026-02-02 09:10:00,R11,picker,C2,transport,243,36,85.98,1.524,23.55,,completed,0
2026-02-02 09:20:00,R02,picker,A1,charge_transfer,352,30,78.82,1.431,21.01,,completed,0
2026-02-02 09:20:00,R04,carrier,C2,transport,222,3,93.37,1.385,24.67,,completed,0
2026-02-02 09:20:00,R01,picker,C1,pick,184,19,91.68,1.314,22.32,,completed,0
2026-02-02 09:20:00,R04,carrier,C1,inventory_scan,221,16,99.34,1.128,18.59,,completed,0
2026-02-02 09:30:00,R06,carrier,B1,transport,184,42,92.33,1.037,24.44,,completed,0
2026-02-02 09:30:00,R01,picker,C2,inventory_scan,251,25,82.53,1.188,20.79,,completed,0
2026-02-02 09:40:00,R06,carrier,B2,replenish,226,21,83.01,0.759,21.16,,completed,0
2026-02-02 09:40:00,R03,picker,B1,charge_transfer,268,50,66.67,1.296,25.77,,completed,0
2026-02-02 09:50:00,R05,carrier,B1,pick,175,6,85.33,0.982,23.06,,completed,0
2026-02-02 09:50:00,R04,carrier,A1,replenish,330,32,100,1.187,21.47,,completed,0
2026-02-02 09:50:00,R11,picker,C2,pick,273,33,100,1.45,26.04,,completed,0
2026-02-02 10:00:00,R07,forklift,A2,charge_transfer,366,26,88.45,0.881,24.4,,completed,0
2026-02-02 10:00:00,R11,picker,B2,transport,209,43,62.47,1.471,25.34,,completed,0
2026-02-02 10:00:00,R11,picker,C3,transport,272,32,96.03,1.337,23.8,,completed,0
2026-02-02 10:00:00,R03,picker,C1,charge_transfer,366,13,82.16,1.206,23.38,,completed,0
2026-02-02 10:10:00,R09,forklift,D1,replenish,227,5,74.09,0.826,22.56,,completed,0
2026-02-02 10:10:00,R04,carrier,C1,replenish,297,23,84.17,1.596,22.39,,completed,0
2026-02-02 10:10:00,R10,carrier,B2,charge_transfer,317,20,72.54,1.105,21.98,,completed,0
2026-02-02 10:20:00,R07,forklift,B2,replenish,272,27,87.03,0.726,20.64,,completed,0
2026-02-02 10:20:00,R09,forklift,C2,charge_transfer,235,21,85.73,0.763,21.1,,completed,0
2026-02-02 10:30:00,R08,forklift,C1,replenish,208,1,86.28,0.986,22.11,,completed,0
2026-02-02 10:30:00,R06,carrier,C2,inventory_scan,190,27,87.65,1.15,24.35,,completed,0
2026-02-02 10:30:00,R06,carrier,D1,charge_transfer,369,50,98.14,0.863,24.77,,completed,0
2026-02-02 10:30:00,R08,forklift,A1,transport,306,5,84.67,1.121,22.83,,completed,0
2026-02-02 10:30:00,R10,carrier,B2,charge_transfer,327,15,84.24,1.26,25.4,,completed,0
2026-02-02 10:40:00,R10,carrier,A1,charge_transfer,361,29,85.46,0.955,21.05,,completed,0
2026-02-02 10:40:00,R05,carrier,C3,transport,196,27,84.31,1.112,26.74,,completed,0
2026-02-02 10:40:00,R01,picker,A1,transport,252,20,76.43,1.317,23.52,,completed,0
2026-02-02 10:50:00,R10,carrier,B1,replenish,247,22,91.8,0.984,25.41,,completed,0
2026-02-02 10:50:00,R12,forklift,A2,replenish,298,23,76.98,0.931,24.29,,completed,0
2026-02-02 11:00:00,R12,forklift,B2,pick,239,11,63.4,0.962,22.14,,completed,0
2026-02-02 11:00:00,R10,carrier,A1,transport,298,274,62.68,1.046,21.36,E_LIDAR_LOST,completed,1
2026-02-02 11:00:00,R06,carrier,D1,replenish,252,6,64.14,1.239,25.32,,completed,0
2026-02-02 11:00:00,R12,forklift,C1,transport,319,36,75.14,0.678,26.24,,completed,0
2026-02-02 11:00:00,R10,carrier,C3,transport,268,6,94.88,1.152,26.46,,completed,0
2026-02-02 11:10:00,R09,forklift,A1,inventory_scan,200,6,93.24,0.926,24.86,,completed,0
2026-02-02 11:10:00,R11,picker,D1,charge_transfer,387,8,78.66,1.299,23.29,,completed,0
2026-02-02 11:10:00,R07,forklift,C2,transport,239,29,72.6,0.813,23.66,,completed,0
2026-02-02 11:10:00,R09,forklift,B1,replenish,138,20,79.77,0.872,26.24,,completed,0
2026-02-02 11:20:00,R06,carrier,B1,transport,221,59,81.65,1.12,26.44,,completed,0
2026-02-02 11:20:00,R03,picker,D1,pick,179,53,85.79,1.06,22.32,,completed,0
2026-02-02 11:20:00,R02,picker,C3,charge_transfer,344,24,84.39,1.364,28.19,,completed,0
2026-02-02 11:30:00,R02,picker,C3,inventory_scan,166,16,67.32,1.278,24.3,,completed,0
2026-02-02 11:30:00,R10,carrier,A1,inventory_scan,215,2,89.07,1.08,24.94,,completed,0
2026-02-02 11:30:00,R04,carrier,B1,inventory_scan,228,24,78.19,0.87,24.16,,completed,0
2026-02-02 11:40:00,R02,picker,B2,transport,184,0,91.61,1.005,24.73,,completed,0
2026-02-02 11:40:00,R11,picker,B1,transport,273,11,79.2,1.328,23.45,,completed,0
2026-02-02 11:40:00,R12,forklift,C1,charge_transfer,301,22,74.47,0.875,26.19,,completed,0
2026-02-02 11:40:00,R06,carrier,C1,pick,119,42,96.92,1.221,26.74,,completed,0
2026-02-02 11:40:00,R01,picker,B1,charge_transfer,293,68,77.56,1.227,22.06,,completed,0
2026-02-02 11:50:00,R08,forklift,C2,charge_transfer,288,13,70.9,1.051,26.55,,completed,0
2026-02-02 11:50:00,R09,forklift,A1,charge_transfer,377,38,98.67,1.022,25.33,,completed,0
2026-02-02 12:00:00,R11,picker,D1,charge_transfer,283,32,83.06,1.098,25.57,,completed,0
2026-02-02 12:00:00,R05,carrier,D1,charge_transfer,294,15,75.06,1.435,28.49,,completed,0
2026-02-02 12:10:00,R07,forklift,A2,replenish,265,0,92.66,0.863,24.6,,completed,0
2026-02-02 12:10:00,R05,carrier,C3,charge_transfer,278,17,72.95,1.083,27.91,,completed,0
2026-02-02 12:10:00,R03,picker,A2,transport,306,44,75.31,1.08,21.11,,completed,0
2026-02-02 12:10:00,R10,carrier,D1,replenish,222,42,73.03,1.168,22.74,,completed,0
2026-02-02 12:10:00,R04,carrier,B2,inventory_scan,230,33,59.66,0.967,27.31,,completed,0
2026-02-02 12:10:00,R11,picker,B1,charge_transfer,359,19,68.24,1.229,25.76,,completed,0
2026-02-02 12:20:00,R09,forklift,D1,pick,148,34,71.21,0.891,22.88,,completed,0
2026-02-02 12:20:00,R11,picker,A2,transport,211,30,71.23,0.965,27.06,,completed,0
2026-02-02 12:30:00,R01,picker,A2,replenish,258,38,59.03,1.548,21.66,,completed,0
2026-02-02 12:30:00,R08,forklift,B1,transport,250,10,80.2,0.919,25.28,,completed,0
2026-02-02 12:30:00,R09,forklift,C3,inventory_scan,264,15,70.44,1.062,25.41,,completed,0
2026-02-02 12:30:00,R04,carrier,D1,transport,280,12,63.16,1.167,22.07,,completed,0
2026-02-02 12:30:00,R02,picker,D1,transport,223,4,80.37,1.518,24.68,,completed,0
2026-02-02 12:30:00,R02,picker,B2,charge_transfer,357,21,100,1.147,22.56,,completed,0
2026-02-02 12:40:00,R01,picker,A1,inventory_scan,165,25,72.28,1.505,21.21,,completed,0
2026-02-02 12:40:00,R05,carrier,B1,pick,152,36,66.81,0.952,27.05,,completed,0
2026-02-02 12:40:00,R02,picker,C1,transport,281,0,72.71,1.401,23.62,,completed,0
2026-02-02 12:40:00,R05,carrier,D1,transport,326,45,68.96,0.936,24.76,,completed,0
2026-02-02 12:50:00,R09,forklift,C2,pick,158,13,73.18,0.757,24.49,,completed,0
2026-02-02 12:50:00,R06,carrier,A2,replenish,297,17,62.26,1.145,22.2,,completed,0
2026-02-02 12:50:00,R11,picker,D1,transport,243,29,70.15,1.298,24.04,,completed,0
2026-02-02 12:50:00,R07,forklift,D1,transport,284,17,77.19,0.689,23.3,,completed,0
2026-02-02 12:50:00,R07,forklift,A2,charge_transfer,387,12,56.89,0.899,21.81,,completed,0
2026-02-02 13:00:00,R09,forklift,C2,pick,232,40,70.25,1.02,24.51,,completed,0
2026-02-02 13:00:00,R11,picker,A1,pick,211,22,69.54,1.413,24.12,,completed,0
2026-02-02 13:00:00,R04,carrier,C2,replenish,237,61,61.9,0.865,26.12,,completed,0
2026-02-02 13:00:00,R03,picker,A2,pick,111,360,73.73,1.307,26.82,E_SENSOR_TEMP,failed,1
2026-02-02 13:10:00,R08,forklift,C2,inventory_scan,221,41,72.79,0.84,23.77,,completed,0
2026-02-02 13:10:00,R11,picker,C1,charge_transfer,319,39,66.59,1.599,25.13,,completed,0
2026-02-02 13:10:00,R02,picker,C2,inventory_scan,167,8,76.92,1.325,26.09,,completed,0
2026-02-02 13:10:00,R10,carrier,C1,charge_transfer,298,34,58.46,1.124,25.43,,completed,0
2026-02-02 13:10:00,R07,forklift,D1,replenish,201,35,60.08,1.124,22.45,,completed,0
2026-02-02 13:20:00,R06,carrier,B1,charge_transfer,331,28,83.5,1.168,26.97,,completed,0
2026-02-02 13:20:00,R09,forklift,C2,pick,213,16,57.38,1.145,22.23,,completed,0
2026-02-02 13:20:00,R05,carrier,C1,transport,282,11,76.52,1.216,26.87,,completed,0
2026-02-02 13:20:00,R05,carrier,B2,charge_transfer,345,4,77.28,0.697,28.4,,completed,0
2026-02-02 13:30:00,R01,picker,B1,transport,244,9,65.73,1.239,23.94,,completed,0
2026-02-02 13:30:00,R11,picker,A1,pick,134,28,64.31,1.125,25.47,,completed,0
2026-02-02 13:30:00,R10,carrier,A2,pick,175,5,76.43,1.171,28.14,,completed,0
2026-02-02 13:30:00,R04,carrier,A2,transport,217,7,73.65,1.163,24.1,,completed,0
2026-02-02 13:40:00,R10,carrier,A1,pick,93,33,74.13,1.133,29.89,,completed,0
2026-02-02 13:40:00,R03,picker,C3,inventory_scan,250,0,75.23,1.047,26.56,,completed,0
2026-02-02 13:40:00,R01,picker,C3,pick,213,14,64.49,1.176,27.39,,completed,0
2026-02-02 13:40:00,R06,carrier,B1,inventory_scan,178,33,62.26,1.168,22.68,,completed,0
2026-02-02 13:40:00,R07,forklift,A2,charge_transfer,396,10,78.23,1.006,23.21,,completed,0
2026-02-02 13:50:00,R06,carrier,B1,replenish,271,29,59.78,1.183,26.67,,completed,0
2026-02-02 13:50:00,R11,picker,D1,charge_transfer,352,9,68.42,0.862,22.29,,completed,0
2026-02-02 13:50:00,R11,picker,C2,replenish,205,3,58.54,1.325,23.51,,completed,0
2026-02-02 13:50:00,R02,picker,C1,charge_transfer,304,33,65.06,1.285,25.69,,completed,0
2026-02-02 14:00:00,R10,carrier,A1,charge_transfer,343,39,53.39,0.973,28.28,,completed,0
2026-02-02 14:00:00,R08,forklift,A2,transport,229,39,66.95,0.919,26.11,,completed,0
2026-02-02 14:00:00,R06,carrier,C2,transport,233,17,62.58,1.302,23.71,,completed,0
2026-02-02 14:00:00,R06,carrier,A2,inventory_scan,145,30,60.0,1.057,24.8,,completed,0
2026-02-02 14:00:00,R03,picker,C2,transport,192,33,57.41,1.194,29.08,,completed,0
2026-02-02 14:10:00,R11,picker,C2,replenish,191,13,55.06,1.231,23.07,,completed,0
2026-02-02 14:10:00,R06,carrier,C1,replenish,262,12,55.7,1.05,27.86,,completed,0
2026-02-02 14:10:00,R05,carrier,A2,inventory_scan,201,22,65.43,1.137,22.62,,completed,0
2026-02-02 14:10:00,R03,picker,B1,inventory_scan,167,27,58.45,1.149,26.61,,completed,0
2026-02-02 14:10:00,R08,forklift,C1,charge_transfer,303,29,63.87,1.258,27.6,,completed,0
2026-02-02 14:20:00,R08,forklift,C1,charge_transfer,335,29,75.92,0.947,24.22,,completed,0
2026-02-02 14:20:00,R01,picker,D1,transport,167,22,59.26,1.449,25.9,,completed,0
2026-02-02 14:20:00,R03,picker,C3,pick,130,245,56.04,1.208,29.17,E_NAV_BLOCKED,failed,1
2026-02-02 14:20:00,R07,forklift,A2,transport,281,24,64.46,1.182,27.84,,completed,0
2026-02-02 14:20:00,R08,forklift,B1,charge_transfer,350,27,65.2,0.956,26.02,,completed,0
2026-02-02 14:30:00,R09,forklift,C3,pick,193,18,64.29,1.046,26.52,,completed,0
2026-02-02 14:30:00,R08,forklift,A1,inventory_scan,209,22,60.94,0.82,23.5,,completed,0
2026-02-02 14:30:00,R03,picker,A2,inventory_scan,201,8,66.53,1.039,26.09,,completed,0
2026-02-02 14:30:00,R11,picker,C3,transport,249,9,60.21,1.283,27.89,,completed,0
2026-02-02 14:30:00,R10,carrier,C2,replenish,234,0,74.07,1.143,26.86,,completed,0
2026-02-02 14:30:00,R03,picker,A2,charge_transfer,343,0,66.26,1.278,27.44,,completed,0
2026-02-02 14:40:00,R09,forklift,D1,transport,327,196,75.84,0.869,26.83,E_SENSOR_TEMP,failed,0
2026-02-02 14:40:00,R08,forklift,C3,transport,137,22,79.16,0.915,30.09,,completed,0
2026-02-02 14:40:00,R12,forklift,C3,pick,204,179,36.59,1.014,30.52,E_SENSOR_TEMP,failed,0
2026-02-02 14:40:00,R12,forklift,D1,transport,292,11,56.67,1.045,23.31,,completed,0
2026-02-02 14:40:00,R01,picker,A2,charge_transfer,219,2,52.63,1.059,28.79,,completed,0
2026-02-02 14:50:00,R04,carrier,C2,transport,186,9,53.38,1.256,24.38,,completed,0
2026-02-02 14:50:00,R02,picker,B1,inventory_scan,322,130,57.96,1.168,27.42,E_BATTERY_LOW,failed,0
2026-02-02 15:00:00,R12,forklift,D1,replenish,305,13,58.45,0.947,28.46,,completed,0
2026-02-02 15:00:00,R08,forklift,B1,charge_transfer,293,17,74.81,1.468,26.84,,completed,0
2026-02-02 15:00:00,R05,carrier,B1,replenish,281,28,47.39,0.893,27.51,,completed,0
2026-02-02 15:00:00,R01,picker,C2,inventory_scan,207,34,49.32,1.344,25.96,,completed,0
2026-02-02 15:10:00,R09,forklift,C3,charge_transfer,383,18,62.04,0.887,28.93,,completed,0
2026-02-02 15:10:00,R06,carrier,B1,inventory_scan,199,28,54.76,1.287,25.97,,completed,0
2026-02-02 15:10:00,R03,picker,B1,transport,291,16,59.98,1.199,28.15,,completed,0
2026-02-02 15:10:00,R04,carrier,C1,replenish,295,14,49.62,1.315,25.04,,completed,0
2026-02-02 15:10:00,R10,carrier,C2,inventory_scan,305,38,55.72,1.192,30.57,,completed,0
2026-02-02 15:20:00,R10,carrier,C3,inventory_scan,183,0,51.61,0.996,26.89,,completed,0
2026-02-02 15:20:00,R05,carrier,D1,pick,126,29,60.14,1.002,26.48,,completed,0
2026-02-02 15:20:00,R12,forklift,C2,transport,281,11,63.11,0.791,26.74,,completed,0
2026-02-02 15:30:00,R01,picker,C1,charge_transfer,414,14,59.88,1.109,28.2,,completed,0
2026-02-02 15:30:00,R12,forklift,C2,replenish,255,55,59.27,0.739,24.68,,completed,0
2026-02-02 15:40:00,R04,carrier,C2,pick,218,8,61.55,1.166,29.01,,completed,0
2026-02-02 15:40:00,R02,picker,C3,replenish,217,13,69.13,1.265,26.54,,completed,0
2026-02-02 15:40:00,R02,picker,C3,inventory_scan,238,4,55.87,1.32,26.32,,completed,0
2026-02-02 15:50:00,R07,forklift,C2,transport,288,25,50.37,1.101,26.26,,completed,0
2026-02-02 15:50:00,R08,forklift,D1,replenish,230,39,59.03,0.816,25.1,,completed,0
2026-02-02 16:00:00,R10,carrier,C2,inventory_scan,173,7,58.84,1.061,25.54,,completed,0
2026-02-02 16:00:00,R10,carrier,C1,pick,102,0,63.51,1.019,26.38,,completed,0
2026-02-02 16:00:00,R01,picker,D1,replenish,216,22,39.38,1.277,27.14,,completed,0
2026-02-02 16:00:00,R04,carrier,A1,charge_transfer,303,8,65.32,1.195,27.18,,completed,0
2026-02-02 16:10:00,R12,forklift,B1,inventory_scan,163,36,55.71,0.835,29.22,,completed,0
2026-02-02 16:10:00,R06,carrier,C1,inventory_scan,203,33,71.18,1.145,22.85,,completed,0
2026-02-02 16:20:00,R12,forklift,B2,charge_transfer,287,37,50.19,1.243,29.21,,completed,0
2026-02-02 16:20:00,R07,forklift,C2,replenish,250,9,62.97,1.093,27.21,,completed,0
2026-02-02 16:20:00,R08,forklift,B2,replenish,246,221,56.97,0.817,26.27,E_MOTOR_OVERCURRENT,completed,0
2026-02-02 16:20:00,R04,carrier,A1,pick,232,311,56.5,1.248,25.02,E_MOTOR_OVERCURRENT,completed,1
2026-02-02 16:30:00,R08,forklift,B2,transport,229,0,47.99,1.015,30.07,,completed,0
2026-02-02 16:30:00,R03,picker,C3,replenish,300,0,50.44,1.23,29.77,,completed,0
2026-02-02 16:30:00,R05,carrier,A1,pick,152,11,49.94,1.246,30.06,,completed,0
2026-02-02 16:30:00,R03,picker,D1,transport,266,35,45.09,1.332,27.93,,completed,0
2026-02-02 16:30:00,R12,forklift,C2,transport,319,29,39.81,1.11,26.28,,completed,0
2026-02-02 16:40:00,R03,picker,B1,charge_transfer,317,32,44.01,1.372,26.96,,completed,0
2026-02-02 16:40:00,R05,carrier,A1,transport,248,8,45.73,1.184,25.2,,completed,0
2026-02-02 16:50:00,R12,forklift,A2,transport,289,17,59.55,1.044,26.7,,completed,0
2026-02-02 16:50:00,R06,carrier,C3,inventory_scan,130,14,66.53,1.208,27.63,,completed,0
2026-02-02 16:50:00,R09,forklift,D1,inventory_scan,195,20,42.63,0.88,27.38,,completed,0
2026-02-02 16:50:00,R10,carrier,B1,replenish,280,36,48.46,1.191,29.63,,completed,0
2026-02-02 17:00:00,R03,picker,C3,charge_transfer,301,151,54.62,1.16,27.76,E_SENSOR_TEMP,completed,0
2026-02-02 17:00:00,R10,carrier,A2,pick,165,37,36.4,1.039,29.66,,completed,0
2026-02-02 17:00:00,R03,picker,B1,charge_transfer,224,31,47.92,1.519,25.48,,completed,0
2026-02-02 17:00:00,R11,picker,B1,transport,254,33,69.59,1.176,32.35,,completed,0
2026-02-02 17:00:00,R08,forklift,C3,inventory_scan,184,23,35.78,1.039,29.0,,completed,0
2026-02-02 17:10:00,R01,picker,C3,inventory_scan,213,40,50.68,1.372,26.08,,completed,0
2026-02-02 17:10:00,R01,picker,B2,pick,188,49,51.34,1.326,27.17,,completed,0
2026-02-02 17:20:00,R04,carrier,C2,inventory_scan,244,16,37.82,1.034,26.66,,completed,0
2026-02-02 17:20:00,R01,picker,B1,charge_transfer,283,38,43.42,1.231,27.75,,completed,0
2026-02-02 17:20:00,R12,forklift,C3,charge_transfer,269,15,53.98,0.956,31.49,,completed,0
2026-02-02 17:20:00,R01,picker,C3,charge_transfer,321,31,62.2,1.216,29.05,,completed,0
2026-02-02 17:30:00,R02,picker,B2,pick,114,23,47.24,0.958,31.12,,completed,0
2026-02-02 17:30:00,R08,forklift,B2,transport,246,30,34.39,1.322,26.94,,completed,0
2026-02-02 17:30:00,R08,forklift,B2,inventory_scan,249,2,46.21,0.961,26.47,,completed,0
2026-02-02 17:30:00,R06,carrier,D1,charge_transfer,235,27,51.54,1.395,32.66,,completed,0
2026-02-02 17:40:00,R01,picker,B2,replenish,223,25,60.17,1.002,28.55,,completed,0
2026-02-02 17:40:00,R04,carrier,D1,inventory_scan,206,47,54.94,0.874,26.67,,completed,0
2026-02-02 17:40:00,R08,forklift,D1,replenish,303,54,47.89,1.094,26.54,,completed,0
2026-02-02 17:40:00,R09,forklift,A1,pick,174,7,31.24,0.86,30.96,,completed,0
2026-02-02 17:40:00,R12,forklift,B1,pick,193,39,50.74,1.188,30.36,,completed,0
2026-02-02 17:50:00,R09,forklift,C3,pick,133,19,41.92,0.98,33.02,,completed,0
2026-02-02 17:50:00,R07,forklift,B1,pick,232,6,58.35,0.964,27.16,,completed,0
2026-02-02 17:50:00,R07,forklift,D1,inventory_scan,183,46,61.49,1.228,28.43,,completed,0
2026-02-02 17:50:00,R11,picker,A1,pick,179,45,41.55,0.997,29.34,,completed,0
2026-02-02 17:50:00,R06,carrier,A2,inventory_scan,266,9,57.43,1.037,29.5,,completed,0
2026-02-02 17:50:00,R02,picker,C1,inventory_scan,193,2,46.65,1.391,28.11,,completed,0
2026-02-02 18:00:00,R02,picker,C1,replenish,299,4,36.18,1.159,26.74,,completed,0
2026-02-02 18:00:00,R12,forklift,B1,pick,185,9,19.64,1.132,28.97,,completed,0
2026-02-02 18:00:00,R07,forklift,C2,pick,139,25,56.98,0.715,26.79,,completed,0
2026-02-02 18:00:00,R03,picker,C3,pick,187,4,45.05,1.252,29.13,,completed,0
2026-02-02 18:00:00,R07,forklift,C2,transport,224,34,54.78,0.961,29.15,,completed,0
2026-02-02 18:10:00,R07,forklift,D1,inventory_scan,216,11,35.32,1.116,28.34,,completed,0
2026-02-02 18:10:00,R05,carrier,C3,charge_transfer,188,5,39.39,0.816,31.26,,completed,0
2026-02-02 18:10:00,R11,picker,C3,replenish,260,7,48.9,1.185,31.93,,completed,0
2026-02-02 18:20:00,R04,carrier,D1,inventory_scan,213,23,48.93,0.967,27.44,,completed,0
2026-02-02 18:20:00,R07,forklift,C2,charge_transfer,225,7,35.6,1.259,32.01,,completed,0
2026-02-02 18:20:00,R06,carrier,B1,charge_transfer,302,6,63.72,1.071,30.55,,completed,0
2026-02-02 18:20:00,R07,forklift,C1,charge_transfer,466,22,30.2,1.142,32.3,,completed,0
2026-02-02 18:30:00,R08,forklift,C1,pick,125,30,41.91,0.659,30.42,,completed,0
2026-02-02 18:30:00,R11,picker,B1,charge_transfer,316,0,44.86,1.455,28.28,,completed,0
2026-02-02 18:30:00,R09,forklift,A1,transport,157,4,43.16,0.636,27.96,,completed,0
2026-02-02 18:40:00,R03,picker,A1,inventory_scan,254,20,57.47,1.007,28.71,,completed,0
2026-02-02 18:40:00,R09,forklift,B2,charge_transfer,290,2,44.55,1.093,27.51,,completed,0
2026-02-02 18:40:00,R08,forklift,A2,transport,311,16,24.14,1.269,31.45,,completed,0
2026-02-02 18:40:00,R08,forklift,C2,charge_transfer,303,23,53.18,1.116,31.49,,completed,0
2026-02-02 18:50:00,R06,carrier,A2,replenish,254,8,57.37,0.873,27.67,,completed,0
2026-02-02 18:50:00,R11,picker,B1,replenish,321,25,48.47,1.102,27.72,,completed,0
2026-02-02 19:00:00,R01,picker,B2,replenish,203,8,36.71,1.317,32.62,,completed,0
2026-02-02 19:00:00,R02,picker,C1,charge_transfer,269,10,37.23,1.205,27.03,,completed,0
2026-02-02 19:00:00,R08,forklift,B1,transport,205,32,49.69,0.877,28.46,,completed,0
2026-02-02 19:00:00,R07,forklift,C3,inventory_scan,235,40,45.03,1.085,32.61,,completed,0
2026-02-02 19:00:00,R03,picker,B1,charge_transfer,267,37,37.8,1.387,30.89,,completed,0
2026-02-02 19:10:00,R09,forklift,D1,charge_transfer,347,8,36.11,0.779,28.91,,completed,0
2026-02-02 19:10:00,R04,carrier,C1,pick,213,23,37.46,1.198,32.03,,completed,0
2026-02-02 19:10:00,R02,picker,C1,inventory_scan,215,18,27.89,1.096,30.51,,completed,0
2026-02-02 19:10:00,R07,forklift,A2,replenish,272,0,29.06,0.792,36.63,,completed,0
2026-02-02 19:10:00,R04,carrier,B2,inventory_scan,173,12,49.95,0.768,28.29,,completed,0
2026-02-02 19:20:00,R01,picker,C2,inventory_scan,272,18,37.03,1.125,32.02,,completed,0
2026-02-02 19:20:00,R11,picker,A2,replenish,382,0,56.88,1.177,32.94,,completed,0
2026-02-02 19:20:00,R03,picker,B2,replenish,192,12,35.14,1.269,26.24,,completed,0
2026-02-02 19:30:00,R02,picker,A2,charge_transfer,359,16,35.87,1.236,28.17,,completed,0
2026-02-02 19:30:00,R01,picker,A2,charge_transfer,255,47,29.99,1.439,27.5,,completed,0
2026-02-02 19:30:00,R06,carrier,C1,transport,287,2,35.86,1.072,28.74,,completed,0
2026-02-02 19:30:00,R01,picker,A2,charge_transfer,361,0,59.82,1.359,30.15,,completed,0
2026-02-02 19:30:00,R11,picker,C1,replenish,295,29,52.22,0.989,32.44,,completed,0
2026-02-02 19:40:00,R01,picker,C3,transport,248,23,36.93,1.179,28.25,,completed,0
2026-02-02 19:40:00,R09,forklift,D1,pick,234,41,42.73,0.958,31.44,,completed,0
2026-02-02 19:40:00,R04,carrier,C3,pick,255,25,38.7,0.956,30.52,,completed,0
2026-02-02 19:50:00,R02,picker,A1,inventory_scan,199,2,24.31,1.093,28.5,,completed,0
2026-02-02 19:50:00,R11,picker,D1,replenish,199,33,42.74,1.254,30.15,,completed,0
2026-02-02 19:50:00,R05,carrier,A2,replenish,199,6,37.41,1.02,27.27,,completed,0
2026-02-02 20:00:00,R04,carrier,B2,charge_transfer,253,34,33.55,1.459,31.01,,completed,0
2026-02-02 20:00:00,R09,forklift,A1,transport,277,8,41.29,0.911,31.33,,completed,0
2026-02-02 20:00:00,R08,forklift,A2,pick,269,12,33.12,1.037,30.23,,completed,0
2026-02-02 20:00:00,R07,forklift,C3,charge_transfer,292,14,38.82,1.061,34.15,,completed,0
2026-02-02 20:10:00,R03,picker,C2,charge_transfer,267,0,21.32,1.098,28.73,,completed,0
2026-02-02 20:10:00,R04,carrier,A2,charge_transfer,382,29,42.93,1.265,32.35,,completed,0
2026-02-02 20:10:00,R01,picker,B1,pick,158,25,45.87,0.939,34.43,,completed,0
2026-02-02 20:20:00,R12,forklift,A2,pick,135,20,38.47,1.114,29.38,,completed,0
2026-02-02 20:20:00,R08,forklift,D1,inventory_scan,192,36,27.64,0.793,32.12,,completed,0
