timestamp,player_id,machine_id,machine_type,arcade_zone,game_mode,game_duration_s,pause_s,tilt_risk_pct,ball_speed_mps,playfield_temp_c,error_code,game_status,incident_label
2026-02-03 11:20:00,P076,F02,solid_state,A2,classic,219,5,43.12,1.319,27.64,,completed,0
2026-02-03 11:20:00,P260,F18,electromechanical,A2,classic,200,24,57.78,1.41,25.78,,completed,0
2026-02-03 11:25:00,P135,F08,digital,C1,speedrun,149,0,16.32,1.258,26.07,,completed,0
2026-02-03 11:30:00,P016,F18,electromechanical,B1,speedrun,129,0,71.43,1.402,26.52,E_BALL_JAM,failed,1
2026-02-03 11:30:00,P246,F04,solid_state,C2,multiball,288,10,69.88,1.36,25.14,,completed,0
2026-02-03 11:30:00,P164,F17,electromechanical,C2,speedrun,146,2,51.58,1.055,26.81,,completed,0
2026-02-03 11:35:00,P193,F19,electromechanical,A1,wizard,317,12,53.23,1.676,31.56,,completed,0
2026-02-03 11:35:00,P056,F10,digital,C1,classic,219,20,98.4,0.877,23.39,,completed,0
2026-02-03 11:35:00,P120,F01,solid_state,C2,classic,161,30,73.5,1.037,27.58,,completed,0
2026-02-03 11:40:00,P051,F17,electromechanical,A1,classic,199,1,54.58,1.087,31.81,,completed,0
2026-02-03 11:45:00,P172,F11,digital,B1,wizard,259,11,70.9,0.977,28.24,,completed,0
2026-02-03 11:45:00,P027,F06,solid_state,C1,multiball,221,22,94.44,1.573,34.93,,completed,0
2026-02-03 11:45:00,P010,F15,electromechanical,C3,classic,228,0,11.34,1.312,28.76,E_TILT,failed,1
2026-02-03 11:50:00,P047,F01,solid_state,C3,speedrun,135,15,54.87,1.116,35.03,,completed,0
2026-02-03 11:50:00,P189,F02,solid_state,D1,multiball,288,11,88.07,1.435,33.05,,completed,0
2026-02-03 11:50:00,P025,F05,solid_state,C3,wizard,172,12,66.29,1.125,31.49,,completed,0
2026-02-03 11:55:00,P009,F06,solid_state,C3,classic,138,8,60.27,1.361,26.01,,completed,0
2026-02-03 11:55:00,P235,F16,electromechanical,D1,classic,179,27,41.76,0.803,24.86,,completed,0
2026-02-03 12:00:00,P002,F05,solid_state,D1,wizard,284,16,24.05,0.965,38.28,E_BALL_JAM,failed,1
2026-02-03 12:05:00,P024,F04,solid_state,C2,speedrun,187,22,79.03,1.521,33.88,,completed,0
2026-02-03 12:05:00,P116,F01,solid_state,A1,classic,161,16,7.0,1.784,28.65,,completed,0
2026-02-03 12:10:00,P125,F15,electromechanical,B1,classic,186,19,41.55,1.546,26.08,,completed,0
2026-02-03 12:10:00,P112,F02,solid_state,A2,classic,205,21,52.48,1.45,24.19,,completed,0
2026-02-03 12:15:00,P059,F17,electromechanical,A1,multiball,257,28,89.78,0.725,33.83,,completed,0
2026-02-03 12:20:00,P115,F07,solid_state,C3,wizard,341,20,42.06,1.168,29.99,,completed,0
2026-02-03 12:20:00,P124,F01,solid_state,C2,classic,173,30,52.27,0.993,26.09,,completed,0
2026-02-03 12:25:00,P121,F10,digital,C2,classic,121,45,53.98,1.057,27.86,E_BALL_JAM,failed,1
2026-02-03 12:30:00,P100,F19,electromechanical,A1,speedrun,178,17,74.27,0.869,31.09,,completed,0
2026-02-03 12:30:00,P091,F12,digital,C1,wizard,238,14,11.16,0.641,30.51,,completed,0
2026-02-03 12:30:00,P086,F08,digital,C3,classic,245,29,60.46,1.61,28.95,,completed,0
2026-02-03 12:35:00,P140,F16,electromechanical,A2,multiball,226,22,47.88,1.233,25.84,,completed,0
2026-02-03 12:35:00,P122,F16,electromechanical,C3,speedrun,130,22,29.06,1.405,24.53,,completed,0
2026-02-03 12:40:00,P117,F18,electromechanical,B2,multiball,213,33,61.81,1.146,35.53,,completed,0
2026-02-03 12:40:00,P220,F03,solid_state,D1,classic,118,21,55.69,1.122,32.04,,completed,0
2026-02-03 12:45:00,P129,F14,digital,C1,wizard,349,13,61.85,1.053,30.15,,completed,0
2026-02-03 12:45:00,P042,F14,digital,D1,multiball,336,14,67.35,1.052,32.99,,completed,0
2026-02-03 12:50:00,P058,F01,solid_state,B1,speedrun,114,29,52.04,1.156,24.24,,completed,0
2026-02-03 12:50:00,P044,F16,electromechanical,B2,speedrun,38,8,53.12,1.091,23.8,,completed,0
2026-02-03 12:55:00,P150,F19,electromechanical,C3,classic,168,10,62.52,0.759,24.04,,completed,0
2026-02-03 12:55:00,P193,F12,digital,B1,classic,242,10,61.33,1.119,22.3,,completed,0
2026-02-03 12:55:00,P141,F17,electromechanical,D1,wizard,310,0,62.39,1.334,28.82,,completed,0
2026-02-03 13:00:00,P154,F09,digital,C3,classic,181,12,54.59,0.989,25.42,,completed,0
2026-02-03 13:05:00,P206,F02,solid_state,A2,multiball,227,16,60.76,1.066,34.14,,completed,0
2026-02-03 13:05:00,P015,F19,electromechanical,B2,classic,235,17,72.52,0.995,23.98,,completed,0
2026-02-03 13:10:00,P126,F12,digital,B2,speedrun,137,25,62.3,1.562,32.02,,completed,0
2026-02-03 13:10:00,P011,F06,solid_state,C3,classic,168,26,31.0,1.84,34.26,,completed,0
2026-02-03 13:15:00,P242,F20,electromechanical,C2,multiball,293,16,29.86,1.46,25.32,,completed,0
2026-02-03 13:15:00,P177,F11,digital,B1,classic,165,25,44.27,1.297,22.38,,completed,0
2026-02-03 13:20:00,P049,F10,digital,D1,classic,255,0,96.75,1.087,25.32,,completed,0
2026-02-03 13:25:00,P080,F06,solid_state,C2,classic,134,26,75.0,0.695,29.31,,completed,0
2026-02-03 13:25:00,P180,F19,electromechanical,A2,classic,234,0,58.11,0.982,34.58,,completed,0
2026-02-03 13:25:00,P145,F19,electromechanical,C3,classic,117,9,91.5,1.006,34.41,,completed,0
2026-02-03 13:30:00,P018,F05,solid_state,D1,classic,106,52,45.41,1.552,26.38,,completed,0
2026-02-03 13:30:00,P202,F08,digital,C1,multiball,354,46,51.99,1.123,28.83,,completed,0
2026-02-03 13:30:00,P010,F19,electromechanical,C1,wizard,359,16,59.46,1.006,24.96,,completed,0
2026-02-03 13:35:00,P255,F14,digital,C3,classic,104,16,56.32,0.997,27.71,,completed,0
2026-02-03 13:40:00,P157,F12,digital,C2,multiball,284,25,69.98,1.63,34.09,,completed,0
2026-02-03 13:40:00,P086,F16,electromechanical,A1,multiball,229,22,13.85,1.187,28.67,,completed,0
2026-02-03 13:45:00,P054,F04,solid_state,C2,classic,150,19,71.26,1.332,24.53,,completed,0
2026-02-03 13:45:00,P037,F19,electromechanical,C2,classic,232,22,39.94,1.279,27.27,,completed,0
2026-02-03 13:45:00,P185,F18,electromechanical,D1,classic,190,14,49.61,0.851,29.92,E_FLIPPER_STUCK,failed,1
2026-02-03 13:50:00,P179,F14,digital,C3,multiball,269,30,82.52,0.78,34.15,,completed,0
2026-02-03 13:50:00,P255,F01,solid_state,B2,multiball,205,14,47.01,1.358,32.37,,completed,0
2026-02-03 13:55:00,P130,F03,solid_state,A1,multiball,270,23,52.21,0.728,26.07,,completed,0
2026-02-03 13:55:00,P194,F04,solid_state,A2,multiball,297,26,40.66,1.043,28.54,,completed,0
2026-02-03 13:55:00,P008,F14,digital,A2,classic,172,16,53.45,1.377,29.51,,completed,0
2026-02-03 14:00:00,P238,F05,solid_state,B2,classic,177,7,84.7,0.869,28.03,,completed,0
2026-02-03 14:00:00,P238,F14,digital,D1,classic,139,13,58.52,1.204,19.39,E_FLIPPER_STUCK,failed,1
2026-02-03 14:05:00,P033,F03,solid_state,A1,wizard,278,32,66.2,0.872,25.83,E_COIN_DROP,failed,1
2026-02-03 14:05:00,P122,F08,digital,C3,classic,240,82,36.8,0.824,22.97,,completed,0
2026-02-03 14:05:00,P100,F18,electromechanical,C3,multiball,328,115,65.76,1.286,24.42,,completed,0
2026-02-03 14:10:00,P219,F03,solid_state,A2,classic,197,23,58.38,1.297,31.61,,completed,0
2026-02-03 14:10:00,P248,F05,solid_state,B2,classic,180,0,18.68,1.174,32.81,,completed,0
2026-02-03 14:10:00,P208,F06,solid_state,B1,classic,165,21,47.54,0.954,30.57,,completed,0
2026-02-03 14:15:00,P103,F14,digital,C3,multiball,301,88,46.93,1.281,21.16,,completed,0
2026-02-03 14:20:00,P164,F06,solid_state,A2,classic,176,9,39.23,1.166,30.52,,completed,0
2026-02-03 14:20:00,P065,F18,electromechanical,D1,classic,216,6,54.98,1.022,25.08,,completed,0
2026-02-03 14:20:00,P141,F09,digital,A2,multiball,260,5,64.26,1.577,24.62,,completed,0
2026-02-03 14:25:00,P159,F02,solid_state,C3,wizard,391,65,82.18,1.428,34.21,E_TILT,failed,1
2026-02-03 14:25:00,P077,F01,solid_state,A2,speedrun,62,2,49.2,1.242,28.9,,completed,0
2026-02-03 14:30:00,P153,F19,electromechanical,C3,multiball,332,73,41.47,0.913,25.72,,completed,0
2026-02-03 14:35:00,P049,F13,digital,C3,classic,157,98,65.12,1.178,29.8,,completed,0
2026-02-03 14:35:00,P145,F10,digital,C1,classic,168,10,52.14,1.421,30.22,E_TILT,failed,1
2026-02-03 14:40:00,P054,F15,electromechanical,C1,multiball,227,22,40.65,1.297,26.76,,completed,0
2026-02-03 14:40:00,P124,F07,solid_state,C1,speedrun,235,10,46.72,1.117,25.14,,completed,0
2026-02-03 14:45:00,P152,F15,electromechanical,D1,classic,140,27,80.26,1.29,25.43,,completed,0
2026-02-03 14:50:00,P065,F10,digital,C1,classic,236,16,65.15,1.048,38.26,,completed,0
2026-02-03 14:50:00,P149,F02,solid_state,B1,wizard,294,18,54.81,1.247,23.36,,completed,0
2026-02-03 14:50:00,P154,F05,solid_state,C1,classic,142,3,15.66,1.118,34.46,,completed,0
2026-02-03 14:55:00,P253,F01,solid_state,C1,multiball,237,4,46.16,1.365,33.08,,completed,0
2026-02-03 14:55:00,P025,F19,electromechanical,C2,multiball,323,0,75.35,1.134,31.61,,completed,0
2026-02-03 15:00:00,P033,F03,solid_state,B1,wizard,374,19,62.76,1.293,27.88,,completed,0
2026-02-03 15:05:00,P131,F08,digital,C3,speedrun,247,111,50.04,1.314,20.82,,completed,0
2026-02-03 15:05:00,P110,F15,electromechanical,A2,speedrun,107,15,28.01,0.898,20.33,,completed,0
2026-02-03 15:10:00,P213,F07,solid_state,C2,classic,179,20,70.23,0.995,25.91,E_BALL_JAM,failed,1
2026-02-03 15:10:00,P143,F15,electromechanical,A1,classic,213,0,65.36,1.005,29.45,,completed,0
2026-02-03 15:10:00,P152,F12,digital,C2,classic,104,32,43.69,1.268,28.83,,completed,0
2026-02-03 15:15:00,P131,F13,digital,D1,speedrun,83,24,62.15,1.291,28.42,,completed,0
2026-02-03 15:20:00,P061,F06,solid_state,C3,classic,233,103,70.08,1.039,28.18,,completed,0
2026-02-03 15:25:00,P029,F08,digital,C1,classic,196,24,43.51,0.816,30.35,,completed,0
2026-02-03 15:25:00,P173,F08,digital,C3,classic,287,119,25.37,0.871,28.73,,completed,0
2026-02-03 15:30:00,P049,F10,digital,C1,classic,117,20,55.69,0.618,28.77,,completed,0
2026-02-03 15:30:00,P252,F08,digital,B2,multiball,311,21,81.54,1.127,32.49,,completed,0
2026-02-03 15:35:00,P126,F04,solid_state,C3,classic,191,56,65.11,1.303,29.6,,completed,0
2026-02-03 15:35:00,P171,F06,solid_state,D1,wizard,261,10,46.83,1.476,25.03,,completed,0
2026-02-03 15:40:00,P244,F17,electromechanical,C1,classic,178,39,32.9,1.061,27.82,,completed,0
2026-02-03 15:45:00,P224,F02,solid_state,B2,classic,174,18,29.6,1.065,23.5,,completed,0
2026-02-03 15:45:00,P052,F14,digital,C2,multiball,260,2,29.88,0.979,26.93,,completed,0
2026-02-03 15:50:00,P035,F02,solid_state,A2,classic,197,18,41.68,1.598,26.89,,completed,0
2026-02-03 15:50:00,P118,F05,solid_state,A1,classic,153,2,55.53,0.737,13.27,,completed,0
2026-02-03 15:55:00,P036,F15,electromechanical,C3,classic,202,134,72.39,0.72,34.2,,completed,0
2026-02-03 15:55:00,P133,F17,electromechanical,C1,speedrun,66,10,58.62,0.936,25.22,,completed,0
2026-02-03 15:55:00,P257,F02,solid_state,D1,speedrun,230,14,64.2,1.231,25.06,,completed,0
2026-02-03 16:00:00,P137,F02,solid_state,A2,wizard,267,20,24.42,0.775,30.36,,completed,0
2026-02-03 16:00:00,P074,F19,electromechanical,C1,classic,164,36,64.5,0.608,24.79,,completed,0
2026-02-03 16:00:00,P073,F10,digital,B1,speedrun,138,18,71.37,1.526,29.59,,completed,0
2026-02-03 16:05:00,P091,F08,digital,A2,speedrun,89,16,63.48,0.892,31.26,,completed,0
2026-02-03 16:05:00,P015,F14,digital,C1,wizard,256,23,24.7,0.8,33.15,,completed,0
2026-02-03 16:05:00,P150,F11,digital,A2,speedrun,171,9,47.73,0.823,28.63,,completed,0
2026-02-03 16:10:00,P146,F08,digital,C1,classic,162,28,23.4,1.149,26.34,E_TILT,failed,1
2026-02-03 16:10:00,P232,F01,solid_state,D1,speedrun,114,27,76.46,1.107,25.89,,completed,0
2026-02-03 16:10:00,P167,F18,electromechanical,C1,multiball,261,23,48.98,1.144,21.72,,completed,0
2026-02-03 16:15:00,P163,F01,solid_state,B1,speedrun,67,0,40.33,1.053,31.6,,completed,0
2026-02-03 16:15:00,P186,F06,solid_state,C3,classic,241,2,34.93,0.946,23.28,,completed,0
2026-02-03 16:20:00,P025,F08,digital,D1,classic,173,3,61.82,0.764,25.9,,completed,0
2026-02-03 16:25:00,P013,F11,digital,B2,speedrun,94,34,24.65,0.523,25.33,,completed,0
2026-02-03 16:25:00,P092,F08,digital,B1,wizard,325,42,72.07,1.264,24.87,,completed,0
2026-02-03 16:30:00,P185,F18,electromechanical,B1,classic,217,21,59.28,1.269,29.7,,completed,0
2026-02-03 16:30:00,P086,F01,solid_state,A1,multiball,200,25,78.02,1.213,21.28,,completed,0
2026-02-03 16:35:00,P128,F04,solid_state,B1,classic,274,1,50.73,1.498,29.44,,completed,0
2026-02-03 16:35:00,P042,F06,solid_state,C1,multiball,229,24,47.52,1.078,26.09,,completed,0
2026-02-03 16:35:00,P260,F11,digital,A2,classic,162,9,66.07,1.479,23.49,,completed,0
2026-02-03 16:40:00,P177,F10,digital,A1,classic,171,30,51.46,0.866,26.28,,completed,0
2026-02-03 16:45:00,P061,F11,digital,C2,multiball,204,31,59.45,1.136,27.29,,completed,0
2026-02-03 16:45:00,P249,F16,electromechanical,A1,speedrun,129,5,44.2,1.324,24.09,E_COIN_DROP,failed,1
2026-02-03 16:50:00,P260,F08,digital,C3,classic,206,13,41.87,0.619,29.46,,completed,0
2026-02-03 16:50:00,P088,F11,digital,A2,classic,211,19,45.84,1.338,26.85,,completed,0
2026-02-03 16:55:00,P231,F08,digital,C1,wizard,290,0,37.95,1.33,27.63,,completed,0
2026-02-03 16:55:00,P028,F15,electromechanical,A2,speedrun,123,21,68.78,0.866,25.79,,completed,0
2026-02-03 17:00:00,P132,F13,digital,C1,classic,163,30,64.51,1.399,22.12,,completed,0
2026-02-03 17:00:00,P008,F16,electromechanical,C1,classic,205,27,56.88,1.197,26.42,,completed,0
2026-02-03 17:05:00,P057,F17,electromechanical,C3,classic,164,25,36.2,1.192,24.66,,completed,0
2026-02-03 17:05:00,P163,F09,digital,A2,classic,288,39,66.88,1.349,21.97,,completed,0
2026-02-03 17:10:00,P071,F05,solid_state,C1,classic,160,14,81.97,0.711,28.88,,completed,0
2026-02-03 17:15:00,P018,F11,digital,C2,speedrun,157,18,2,1.627,28.0,,completed,0
2026-02-03 17:20:00,P157,F09,digital,D1,wizard,236,17,46.76,1.073,28.33,,completed,0
2026-02-03 17:20:00,P178,F13,digital,C1,multiball,248,0,75.1,1.692,18.45,E_FLIPPER_STUCK,failed,1
2026-02-03 17:20:00,P089,F20,electromechanical,C3,speedrun,38,10,54.11,0.792,21.7,,completed,0
2026-02-03 17:25:00,P205,F20,electromechanical,C2,classic,218,0,44.03,1.143,32.06,,completed,0
2026-02-03 17:25:00,P102,F05,solid_state,B2,multiball,313,11,64.67,1.508,25.76,,completed,0
2026-02-03 17:30:00,P053,F01,solid_state,B1,multiball,271,9,44.6,1.362,32.2,,completed,0
2026-02-03 17:35:00,P134,F17,electromechanical,C1,classic,133,0,51.37,1.035,34.06,,completed,0
2026-02-03 17:40:00,P185,F16,electromechanical,C3,classic,177,26,40.92,0.737,22.19,,completed,0
2026-02-03 17:40:00,P224,F14,digital,C3,multiball,249,12,47.13,1.33,29.36,,completed,0
2026-02-03 17:45:00,P017,F19,electromechanical,C3,multiball,246,14,69.36,1.357,31.47,,completed,0
2026-02-03 17:45:00,P001,F16,electromechanical,B1,speedrun,133,15,57.66,0.688,27.73,,completed,0
2026-02-03 17:45:00,P145,F01,solid_state,C1,speedrun,133,22,54.33,0.66,26.68,,completed,0
2026-02-03 17:50:00,P161,F09,digital,D1,classic,170,14,73.13,1.019,35.04,,completed,0
2026-02-03 17:50:00,P019,F01,solid_state,C2,speedrun,114,0,49.42,1.111,28.51,,completed,0
2026-02-03 17:55:00,P155,F19,electromechanical,C2,speedrun,98,17,64.63,1.546,43.23,,completed,0
2026-02-03 17:55:00,P138,F10,digital,C1,speedrun,118,28,42.5,1.096,25.58,,completed,0
2026-02-03 18:00:00,P183,F14,digital,C1,classic,149,10,47.69,1.279,23.13,,completed,0
2026-02-03 18:00:00,P067,F12,digital,C3,classic,157,16,37.7,0.936,24.21,,completed,0
2026-02-03 18:05:00,P090,F09,digital,A2,speedrun,88,16,43.14,1.22,30.4,,completed,0
2026-02-03 18:05:00,P049,F09,digital,C1,classic,193,29,47.66,1.284,24.41,,completed,0
2026-02-03 18:10:00,P025,F05,solid_state,C1,classic,174,11,38.11,1.224,26.29,,completed,0
2026-02-03 18:15:00,P155,F12,digital,B2,speedrun,118,19,60.96,0.785,35.66,,completed,0
2026-02-03 18:15:00,P116,F17,electromechanical,A2,classic,267,21,48.22,1.449,29.6,,completed,0
2026-02-03 18:15:00,P174,F09,digital,A1,classic,177,24,69.54,0.701,24.79,,completed,0
2026-02-03 18:20:00,P256,F20,electromechanical,B1,multiball,340,12,30.58,1.227,29.59,,completed,0
2026-02-03 18:25:00,P092,F04,solid_state,C1,classic,199,2,72.33,1.235,19.88,,completed,0
2026-02-03 18:25:00,P143,F05,solid_state,B2,multiball,252,16,74.43,0.848,33.13,,completed,0
2026-02-03 18:30:00,P037,F09,digital,C3,classic,182,61,52.18,1.298,26.51,,completed,0
2026-02-03 18:30:00,P213,F18,electromechanical,B1,classic,218,20,44.2,1.472,30.52,,completed,0
2026-02-03 18:35:00,P102,F19,electromechanical,B2,multiball,240,17,55.87,1.146,33.43,,completed,0
2026-02-03 18:35:00,P224,F07,solid_state,A2,classic,206,19,54.29,1.006,28.38,,completed,0
2026-02-03 18:35:00,P115,F03,solid_state,C2,wizard,309,25,48.47,0.757,34.59,,completed,0
2026-02-03 18:40:00,P185,F16,electromechanical,C2,classic,232,44,62.52,1.247,30.54,,completed,0
2026-02-03 18:40:00,P234,F08,digital,D1,speedrun,121,22,46.56,1.419,34.71,,completed,0
2026-02-03 18:40:00,P128,F04,solid_state,A1,classic,162,16,49.71,0.734,22.41,,completed,0
2026-02-03 18:45:00,P128,F08,digital,C3,wizard,286,0,41.78,1.113,30.14,,completed,0
2026-02-03 18:50:00,P195,F13,digital,B1,classic,174,18,21.11,1.614,25.21,,completed,0
2026-02-03 18:55:00,P148,F09,digital,C3,multiball,265,23,77.51,1.104,28.89,,completed,0
2026-02-03 18:55:00,P164,F10,digital,A1,classic,238,16,99.26,1.267,31.71,,completed,0
2026-02-03 18:55:00,P047,F11,digital,B2,classic,188,15,74.3,0.958,38.29,,completed,0
2026-02-03 19:00:00,P018,F03,solid_state,C2,wizard,279,0,39.77,1.352,28.25,,completed,0
2026-02-03 19:00:00,P175,F17,electromechanical,B2,multiball,215,21,61.82,1.019,31.93,,completed,0
2026-02-03 19:05:00,P138,F17,electromechanical,C3,multiball,324,23,23.93,0.986,31.95,,completed,0
2026-02-03 19:10:00,P167,F06,solid_state,C1,classic,202,12,65.03,1.006,27.26,,completed,0
2026-02-03 19:10:00,P171,F08,digital,A1,classic,234,21,41.52,0.956,26.37,,completed,0
2026-02-03 19:15:00,P083,F01,solid_state,C1,speedrun,149,30,51.89,1.049,29.07,,completed,0
2026-02-03 19:20:00,P026,F13,digital,C2,classic,188,27,60.04,1.157,34.71,E_TILT,failed,1
2026-02-03 19:20:00,P231,F18,electromechanical,A2,classic,165,17,62.71,1.017,29.09,,completed,0
2026-02-03 19:20:00,P189,F19,electromechanical,A2,classic,152,17,67.3,1.381,31.44,,completed,0
2026-02-03 19:25:00,P209,F11,digital,A2,speedrun,88,17,20.67,1.05,24.89,,completed,0
2026-02-03 19:25:00,P053,F16,electromechanical,C2,classic,232,15,48.8,1.444,31.09,,completed,0
2026-02-03 19:30:00,P184,F04,solid_state,B1,wizard,332,1,93.4,1.377,18.49,,completed,0
2026-02-03 19:30:00,P120,F04,solid_state,B2,classic,219,27,50.03,1.137,28.43,,completed,0
2026-02-03 19:35:00,P085,F16,electromechanical,B1,speedrun,126,25,57.82,1.273,32.77,E_TILT,failed,1
2026-02-03 19:35:00,P217,F14,digital,B1,speedrun,141,2,50.74,1.39,32.15,,completed,0
2026-02-03 19:35:00,P228,F18,electromechanical,B2,classic,213,20,71.42,0.973,22.71,,completed,0
2026-02-03 19:40:00,P208,F06,solid_state,A1,classic,228,5,55.97,0.874,25.03,,completed,0
2026-02-03 19:40:00,P151,F15,electromechanical,C2,classic,139,16,79.83,1.015,28.8,,completed,0
2026-02-03 19:45:00,P216,F07,solid_state,B2,wizard,342,25,47.63,0.754,28.54,,completed,0
2026-02-03 19:45:00,P147,F03,solid_state,C1,classic,189,41,89.16,1.434,30.15,,completed,0
2026-02-03 19:50:00,P184,F11,digital,A1,classic,215,0,63.91,0.864,26.51,,completed,0
2026-02-03 19:50:00,P036,F11,digital,B2,speedrun,162,32,35.27,0.35,24.57,,completed,0
2026-02-03 19:50:00,P252,F05,solid_state,D1,classic,206,18,92.93,1.349,28.67,,completed,0
2026-02-03 19:55:00,P092,F14,digital,C2,wizard,312,21,55.27,1.053,26.78,,completed,0
2026-02-03 19:55:00,P171,F12,digital,B2,speedrun,192,24,70.65,1.119,28.94,,completed,0
2026-02-03 20:00:00,P133,F15,electromechanical,D1,speedrun,84,17,84.36,1.267,22.85,,completed,0
2026-02-03 20:00:00,P090,F16,electromechanical,C2,classic,140,11,51.87,1.092,21.03,,completed,0
2026-02-03 20:05:00,P211,F15,electromechanical,C2,multiball,307,9,39.62,1.062,29.07,,completed,0
2026-02-03 20:05:00,P072,F10,digital,B1,speedrun,128,19,105.95,0.988,27.26,,completed,0
2026-02-03 20:10:00,P085,F20,electromechanical,D1,wizard,331,27,38.34,0.875,30.36,,completed,0
2026-02-03 20:10:00,P234,F12,digital,C1,speedrun,119,16,34.09,1.707,28.06,,completed,0
2026-02-03 20:15:00,P107,F10,digital,A1,classic,170,18,46.02,1.377,25.31,,completed,0
2026-02-03 20:15:00,P223,F16,electromechanical,B2,speedrun,95,21,55.54,1.191,30.15,,completed,0
2026-02-03 20:20:00,P255,F12,digital,D1,classic,209,20,65.04,0.86,32.43,,completed,0
2026-02-03 20:20:00,P247,F16,electromechanical,A1,classic,179,19,73.87,1.27,31.1,E_FLIPPER_STUCK,failed,1
2026-02-03 20:25:00,P004,F08,digital,A1,multiball,264,10,48.14,1.098,32.78,,completed,0
2026-02-03 20:25:00,P223,F15,electromechanical,D1,classic,141,5,78.18,1.067,28.74,E_SENSOR_MISS,failed,1
2026-02-03 20:30:00,P015,F02,solid_state,C1,speedrun,168,6,54.77,1.175,26.46,,completed,0
2026-02-03 20:30:00,P091,F06,solid_state,C2,wizard,309,3,34.15,1.169,28.9,,completed,0
2026-02-03 20:35:00,P092,F13,digital,C1,multiball,280,22,71.74,0.981,30.62,,completed,0
2026-02-03 20:35:00,P146,F02,solid_state,D1,speedrun,144,5,33.31,1.285,24.18,,completed,0
2026-02-03 20:40:00,P102,F05,solid_state,A2,classic,195,41,100,1.352,27.97,E_BALL_JAM,failed,1
2026-02-03 20:40:00,P050,F20,electromechanical,B1,classic,208,11,64.72,1.36,33.15,E_FLIPPER_STUCK,failed,1
2026-02-03 20:45:00,P096,F09,digital,B1,multiball,194,4,64.81,1.087,31.52,,completed,0
2026-02-03 20:45:00,P050,F18,electromechanical,C2,classic,239,0,59.82,1.354,31.92,,completed,0
2026-02-03 20:50:00,P205,F16,electromechanical,C3,classic,138,25,49.04,1.156,35.78,,completed,0
2026-02-03 20:50:00,P224,F02,solid_state,D1,multiball,314,34,54.54,0.933,28.56,,completed,0
